event_id,latitude,longitude,event_date,state,dataset,source_dataset,source_id,landslide_type,physical_factors,reliability,spatial_accuracy,record_type,fatalities,injuries,LINK
292,24.52848466,92.54040606,2016-05-18,Assam,UGLC,Global fatal landslide Catalog,4720,ND,rainfall (T),9,1577,event,1,-99999,Source: 'http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/'
324,24.5202,92.7239,2016-05-18,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,9335,earth slide,rainfall (T),7,1000,report,2,0,Source: 'http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/'
325,24.5204,92.7264,2016-05-18,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,9334,earth slide,rainfall (T),7,1000,report,2,0,Source: 'http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/'
328,24.52029991,92.72826503,2016-05-18,Assam,UGLC,Global fatal landslide Catalog,4719,ND,rainfall (T),5,412,event,4,-99999,Source: 'http://indianexpress.com/article/india/india-news-india/at-least-10-killed-in-landslides-in-assam-rescue-operations-underway-2806810/'
296,24.49649775,92.58903387,2016-05-19,Assam,UGLC,Global fatal landslide Catalog,4722,ND,rainfall (T),9,20603,event,1,-99999,Source: 'http://theindianawaaz.com/eleven-killed-in-asam-landslide/'
179,26.1961,91.7825,2016-06-22,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,8222,mudslide,rainfall (T),9,5000,report,1,0,Source: 'http://www.nyoooz.com/guwahati/515423/woman-killed-in-wall-collapse-after-landslide-in-guwahati'
180,26.19531698,91.7837856,2016-06-22,Assam,UGLC,Global fatal landslide Catalog,4783,ND,rainfall (T),5,287,event,1,-99999,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=jun2316/city054'
300,27.00015991,92.64998326,2016-07-01,Assam,UGLC,Global fatal landslide Catalog,4799,ND,rainfall (T),9,2244,event,10,-99999,Source: 'http://www.oneindia.com/india/two-killed-many-feared-trapped-in-landslide-2142179.html'
122,25.9611,91.3681,2016-07-07,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,8684,earth slide,rainfall (T),9,50000,report,2,2,Source: 'http://www.hindustantimes.com/india-news/two-killed-due-to-landslide-in-assam/story-iWPiQmWinCDc8gZotcTmFM.html'
201,26.10993404,91.81498746,2016-07-07,Assam,UGLC,Global fatal landslide Catalog,4818,ND,rainfall (T),9,2718,event,2,-99999,Source: 'http://www.theshillongtimes.com/2016/07/08/two-siblings-killed-in-guwahati-landslide/'
173,26.1768,91.7702,2016-07-14,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,8996,earth slide,rainfall (T),7,1000,report,1,0,Source: 'http://indianexpress.com/article/india/india-news-india/separate-landslides-kill-two-in-assam-2913748/'
199,26.1963,91.8074,2016-07-14,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,8995,earth slide,rainfall (T),9,5000,report,1,0,Source: 'http://indianexpress.com/article/india/india-news-india/separate-landslides-kill-two-in-assam-2913748/'
254,26.13140438,91.93086808,2016-07-14,Assam,UGLC,Global fatal landslide Catalog,4834,ND,rainfall (T),9,15925,event,1,-99999,Source: 'http://indianexpress.com/article/india/india-news-india/separate-landslides-kill-two-in-assam-2913748/'
177,26.19043105,91.77439654,2016-07-20,Assam,UGLC,Global fatal landslide Catalog,4850,ND,rainfall (T),7,763,event,1,-99999,Source: 'http://timesofindia.indiatimes.com/city/guwahati/Landslide-toll-touches-6-as-woman-buried-alive-in-Guwahati/articleshow/53314082.cms'
197,26.1966,91.802,2016-07-20,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,9122,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://timesofindia.indiatimes.com/city/guwahati/Landslide-toll-touches-6-as-woman-buried-alive-in-Guwahati/articleshow/53314082.cms'
361,24.81395989,92.85687296,2016-08-31,Assam,UGLC,Global fatal landslide Catalog,4935,ND,rainfall (T),9,34718,event,4,-99999,Source: 'http://www.thestatesman.com/news/northeast/2-bodies-found-2-others-missing-after-landslide-flood/162876.html'
343,24.768609,92.821182,2016-09-01,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,9917,earth slide,rainfall (T),9,50000,report,4,0,Source: 'http://www.eenaduindia.com/states/east/assam/2016/09/01164302/2-bodies-found-2-others-missing-after-landslide-flood.vpf'
174,26.181606,91.772042,2016-12-15,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,10973,earth slide,ND,7,1000,report,1,0,Source: 'http://www.nbcdaily.com/separate-landslides-kill-two-in-assam/85170/'
200,26.191688,91.810079,2016-12-15,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,10972,earth slide,ND,7,1000,report,1,0,Source: 'http://www.nbcdaily.com/separate-landslides-kill-two-in-assam/85170/'
352,25.118398,92.853913,2017-04-04,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,10976,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.dnaindia.com/india/report-all-schools-in-dima-haso-district-closed-due-to-bad-weather-2381478'
389,25.132228,93.04681,2017-04-04,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,10978,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.dnaindia.com/india/report-all-schools-in-dima-haso-district-closed-due-to-bad-weather-2381478'
394,25.181453,93.118105,2017-04-04,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,10980,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.dnaindia.com/india/report-all-schools-in-dima-haso-district-closed-due-to-bad-weather-2381478'
400,25.481623,93.141692,2017-04-04,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,10977,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://www.dnaindia.com/india/report-all-schools-in-dima-haso-district-closed-due-to-bad-weather-2381478'
406,25.195355,93.172758,2017-04-04,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,10979,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.dnaindia.com/india/report-all-schools-in-dima-haso-district-closed-due-to-bad-weather-2381478'
208,26.16066111,91.85294885,2017-04-05,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,10974,earth slide,rainfall (T),9,5000,report,2,0,Source: 'http://echoofindia.com/guwahati-landslide-kills-2-labourers-guwahati-3-die-lightning-strikes-across-assam-125768'
255,26.13140438,91.93086808,2017-04-05,Assam,UGLC,Global fatal landslide Catalog,5130,ND,"anthropic (T,P)",9,15925,event,2,-99999,Source: 'http://www.dnaindia.com/india/report-landslide-kills-2-labourers-3-die-of-lightning-strike-2382340'
308,25.61919207,92.7094701,2017-04-29,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,10975,earth slide,rainfall (T),9,25000,report,3,0,Source: 'http://www.indiablooms.com/ibns_new/news-details/N/30787/assam-three-children-die-in-landslide-in-west-karbi-anglong.html'
401,26.06838073,93.14761961,2017-04-29,Assam,UGLC,Global fatal landslide Catalog,5155,ND,rainfall (T),9,57610,event,3,-99999,Source: 'http://www.indiablooms.com/ibns_new/news-details/N/30787/assam-three-children-die-in-landslide-in-west-karbi-anglong.html'
269,24.74751503,92.34889194,2017-06-02,Assam,UGLC,Global fatal landslide Catalog,5194,ND,rainfall (T),7,732,event,1,-99999,Source: 'https://thenortheasttoday.com/assam-one-dead-guwahati-silchar-trains-cancelled-due-to-landslides/'
373,25.15246863,92.94670614,2017-06-04,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,9750,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://www.nelive.in/assam/news/assam-flood-landslide-disrupts-rail-connectivity-barak-valley-over-13000-affected-due'
336,26.96437841,92.78260587,2017-06-18,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,11178,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://www.easternmirrornagaland.com/army-rescues-200-people-from-landslide-site-in-arunachal-pradesh/'
207,26.1061808,91.85158907,2017-07-03,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,9951,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=jul0417/city055'
216,26.10430759,91.86227824,2017-07-03,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,9952,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=jul0417/city055'
224,26.20450454,91.87202793,2017-07-03,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,9940,earth slide,rainfall (T),7,1000,report,1,0,Source: 'http://www.tribuneindia.com/news/nation/7-year-old-girl-killed-by-landslide-at-guwahati/431122.html'
225,26.10035658,91.87351723,2017-07-03,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,9949,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=jul0417/city055'
229,26.20023757,91.87974492,2017-07-03,Assam,UGLC,Global fatal landslide Catalog,5251,ND,rainfall (T),9,1441,event,1,-99999,Source: 'http://www.theshillongtimes.com/2017/07/03/7-year-old-girl-killed-by-landslide-at-guwahati/'
241,26.22247247,91.92053028,2017-07-03,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,9972,earth slide,rainfall (T),9,10000,report,1,0,Source: 'http://www.hindustantimes.com/india-news/two-more-killed-in-assam-floods-more-than-3-5-lakh-people-affected/story-MmZHSSifUM78Jhd7l8lEzJ.html'
243,26.22817592,91.92448438,2017-07-03,Assam,UGLC,Global fatal landslide Catalog,5252,ND,rainfall (T),9,2732,event,1,-99999,Source: 'http://www.hindustantimes.com/india-news/two-more-killed-in-assam-floods-more-than-3-5-lakh-people-affected/story-MmZHSSifUM78Jhd7l8lEzJ.html'
198,26.10973183,91.80317334,2017-07-06,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,10005,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://dy365.in/news_details.php?aID=6427&subC=2'
398,26.56636244,93.13195098,2017-07-09,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,11162,earth slide,rainfall (T),9,5000,report,0,0,Source: 'https://dailyworld.in/nagaon-a-landslide-at-national-highway-37-near-burapahar-area-in/'
175,26.19037705,91.77306002,2017-07-10,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,10007,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=jul1117/city050'
184,26.14547804,91.79364785,2017-07-10,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,10004,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=jul1117/city050'
505,26.93567947,93.84867836,2017-07-10,Assam,UGLC,Global fatal landslide Catalog,5264,ND,rainfall (T),7,795,event,2,-99999,Source: 'http://www.livemint.com/Politics/yMjBvtPX9DtNrXU73fj49H/Assam-floods-kill-seven-in-a-day-over-1255-lakh-people-aff.html'
506,26.95147008,93.86686394,2017-07-10,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,11163,earth slide,rainfall (T),9,25000,report,2,0,Source: 'http://www.firstpost.com/india/assam-floods-death-toll-reaches-33-over-12-55-lakh-people-affected-across-20-districts-3798017.html'
399,25.19640994,93.13430585,2018-12-18,Assam,UGLC,Cooperative Open Online Landslide Repository - NASA,14086,rock fall,rainfall (T),9,5000,report,0,0,Source: 'https://www.barakbulletin.com/en_US/track-cleared-trains-are-running-again-in-badarpur-lumding-route/'
500,24.80693125,93.82176215,2007-01-25,Manipur,UGLC,Global fatal landslide Catalog,915,ND,"anthropic (T,P)",9,18595,event,2,-99999,Source: 'http://www.kanglaonline.com/index.php?template=headline&newsid=36114&typeid=2'
441,24.95138801,93.52811839,2007-08-26,Manipur,UGLC,Global fatal landslide Catalog,1167,ND,rainfall (T),9,36550,event,1,-99999,Source: 'http://www.kanglaonline.com/index.php?template=headline&newsid=39058&typeid=1'
448,24.9667,93.55,2007-08-26,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,211,mudslide,rainfall (T),9,5000,report,1,0,Source: 'http://www.kanglaonline.com/index.php?template=headline&newsid=39058&typeid=1'
524,25.1333,93.9667,2007-08-31,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,220,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.kanglaonline.com/index.php?template=headline&newsid=39138&typeid=2'
530,25.0604,93.9877,2007-09-08,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,247,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://www.kanglaonline.com/index.php?template=headline&newsid=39218&typeid=2'
584,25.4993,94.1192,2007-09-09,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,252,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.kanglaonline.com/index.php?template=headline&newsid=39229&typeid=2'
551,24.2451,94.0691,2007-09-10,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,255,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.e-pao.net/GP.asp?src=Snipp7..120907.sep07'
548,24.4279,94.0564,2007-09-11,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,258,earth slide,rainfall (T),9,50000,report,3,0,Source: 'http://www.kanglaonline.com/index.php?template=headline&newsid=39255&typeid=1'
580,25.4379,94.1162,2007-10-19,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,319,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://www.e-pao.net/GP.asp?src=5..211007.oct07'
425,24.75,93.4333,2007-10-21,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,322,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://hmar.net/?p=1870'
526,24.6596,93.9784,2008-06-09,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,580,earth slide,rainfall (T),10,-99999,report,0,0,"Source: 'http://www.daijiworld.com/news/news_disp.asp?n_id=47500&n_tit=Mangalore:+Monsoon+Continues+to+Strike;+Landslide,+Houses+Collapse'"
501,24.9336,93.8275,2008-06-19,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,594,mudslide,rainfall (T),9,25000,report,0,0,Source: 'http://www.kanglaonline.com/index.php?template=headline&newsid=42473&typeid=2'
480,24.84456721,93.6847452,2009-07-09,Manipur,UGLC,Global fatal landslide Catalog,1887,ND,"anthropic (T,P)",9,5574,event,1,-99999,Source: 'http://www.e-pao.net/GP.asp?src=24..110709.jul09'
433,24.9925,93.5,2009-08-20,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,1108,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://www.kanglaonline.com/index.php?template=headline&newsid=48686&typeid=2'
624,24.8628,94.4182,2009-08-30,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,1129,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=9..070909.sep09'
515,24.7339,93.9161,2010-03-27,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,1596,mudslide,rainfall (T),9,5000,report,0,0,Source: 'http://news.oneindia.in/2010/03/29/rainsstorm-cause-havoc-inmanipur.html'
436,24.7543,93.5039,2010-06-07,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,1954,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=3..100610.jun10'
435,24.9786,93.5027,2010-07-29,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2166,earth slide,rainfall (T),9,10000,report,0,0,"Source: 'http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL'"
564,25.4196,94.1054,2010-07-29,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2163,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=jul3110/oth05'
629,25.3098633,94.48214677,2010-07-29,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2164,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.e-pao.net/GP.asp?src=28..210810.aug10'
503,24.9356,93.8443,2010-07-31,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2182,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.youtube.com/watch?v=jHTtW2WaJGw'
442,24.95138801,93.52811839,2010-08-01,Manipur,UGLC,Global fatal landslide Catalog,2491,ND,rainfall (T),9,36550,event,1,-99999,Source: 'http://www.e-pao.net/GP.asp?src=3..020810.aug10'
630,25.31006064,94.48265093,2010-08-15,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2253,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.e-pao.net/GP.asp?src=28..210810.aug10'
430,24.8961,93.4957,2010-08-19,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2283,mudslide,rainfall (T),9,5000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=21..210810.aug10'
470,24.8029,93.6228,2010-08-24,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2324,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.indiaid.com/blog/_archives/2010/8/25/4613332.html'
423,24.7505,93.4221,2010-08-27,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2344,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.e-pao.net/GP.asp?src=27..280810.aug10'
589,25.4786,94.1327,2010-08-27,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2343,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.e-pao.net/GP.asp?src=27..280810.aug10'
396,24.3069,93.125,2010-09-16,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2436,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://mizoramexpress.com/index.php/2010/09/landslide-hits-taithu-village-22-people-escape-death/'
422,24.7679,93.4108,2010-10-08,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2568,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=oct1110/oth05'
512,24.837,93.9128,2010-10-08,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2570,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=6..111010.oct10'
538,25.2745,94.0212,2010-10-08,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2569,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=6..111010.oct10'
592,25.4769,94.1351,2010-10-08,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2566,mudslide,rainfall (T),9,5000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=23..111010.oct10'
507,25.5265,93.8673,2010-10-09,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2577,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://www.e-pao.net/GP.asp?src=5..101010.oct10'
546,25.3179,94.0462,2010-10-09,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2578,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.e-pao.net/GP.asp?src=5..101010.oct10'
594,25.4788,94.1399,2010-10-09,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,2576,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://www.e-pao.net/GP.asp?src=5..101010.oct10'
421,25.0672,93.4093,2011-05-22,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,3525,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://www.e-pao.net/GP.asp?src=15..240511.may11'
443,24.95138801,93.52811839,2011-05-31,Manipur,UGLC,Global fatal landslide Catalog,2794,ND,rainfall (T),9,36550,event,2,-99999,Source: 'http://kanglaonline.com/2011/06/two-children-claimed-by-landslide-at-tamenglong/'
456,24.8286,93.5935,2011-05-31,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,3560,earth slide,rainfall (T),9,50000,report,2,0,Source: 'http://kanglaonline.com/2011/06/two-children-claimed-by-landslide-at-tamenglong/'
504,25.1555,93.8474,2011-05-31,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,3556,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=7..020611.jun11'
535,25.03561729,94.0144205,2011-06-28,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,3662,earth slide,rainfall (T),9,25000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=7..290611.jun11'
484,24.79489226,93.69953963,2011-07-05,Manipur,UGLC,Global fatal landslide Catalog,2857,ND,rainfall (T),9,2110,event,6,-99999,Source: 'http://www.hindustantimes.com/Six-security-personnel-killed-in-Manipur-mudslide/Article1-718112.aspx'
522,24.8063,93.9482,2011-07-06,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,3738,earth slide,rainfall (T),9,50000,report,6,0,Source: 'http://e-pao.net/GP.asp?src=16..070711.jul11'
571,25.4191,94.1079,2011-07-07,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,3741,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.e-pao.net/GP.asp?src=8..080711.jul11'
521,24.7992,93.948,2011-07-22,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,3831,earth slide,rainfall (T),10,-99999,report,0,0,Source: 'http://e-pao.net/GP.asp?src=4..230711.jul11'
618,24.3527,94.3429,2011-07-22,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,3830,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=6..270711.jul11'
514,24.6869,93.9157,2011-07-25,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,3840,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://www.assamtribune.com/scripts/detailsnew.asp?id=jul3011/oth05'
572,25.4192,94.108,2011-07-29,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,3860,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://kanglaonline.com/2011/07/works-minister-visits-landslide-hit-maram-stretch-of-nh2/'
479,25.1604,93.6795,2012-03-04,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,4241,earth slide,ND,9,25000,report,0,0,Source: 'http://articles.timesofindia.indiatimes.com/2012-03-04/guwahati/31120923_1_booths-repoll-polling-stations'
447,24.8142,93.5444,2012-06-10,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,4403,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://www.thehindu.com/news/national/article3537166.ece'
523,24.65145617,93.95748186,2012-09-14,Manipur,UGLC,Global fatal landslide Catalog,3385,ND,rainfall (T),9,1926,event,1,-99999,Source: 'http://e-pao.net/GP.asp?src=22..150912.sep12'
429,24.9926,93.4946,2013-05-12,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,4861,mudslide,rainfall (T),9,25000,report,0,0,Source: 'http://www.e-pao.net/GP.asp?src=23..130513.may13'
544,25.318,94.0441,2013-08-09,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,5300,earth slide,rainfall (T),9,50000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=Snipp8..230813.aug13'
599,25.3833,94.1884,2013-08-15,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,5427,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=Snipp8..230813.aug13'
426,24.7625,93.4341,2013-08-17,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,5343,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://www.nagalandpost.com/ChannelNews/Regional/RegionalNews.aspx?news=TkVXUzEwMDA0MzUxNQ%3D%3D-zy3k3F6024s%3D'
428,24.9037,93.487,2013-09-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,5430,mudslide,rainfall (T),9,25000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=24..050913.sep13'
437,24.9829,93.5063,2013-09-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,5431,mudslide,rainfall (T),9,5000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=24..050913.sep13'
621,25.0985,94.3619,2013-09-24,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,5552,earth slide,ND,9,5000,report,0,0,Source: 'http://www.morungexpress.com/regional/104056.html'
648,25.426,94.6024,2013-10-13,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,5603,mudslide,rainfall (T),9,5000,report,0,0,Source: 'http://www.indiatvnews.com/news/india/people-in-manipur-evacuate-due-to-landslides-volcanic-eruption-fear-baseless-29544.html'
481,25.16,93.686,2015-06-19,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,6945,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=34..200615.jun15'
510,25.5098,93.8794,2015-07-22,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7266,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts'
528,25.4538,93.9827,2015-07-22,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7264,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts'
529,25.5007,93.9854,2015-07-22,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7265,earth slide,rainfall (T),9,5000,report,0,0,Source: 'http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts'
547,25.4477,94.0489,2015-07-22,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7263,earth slide,rainfall (T),7,1000,report,0,0,Source: 'http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts'
554,25.3908,94.0926,2015-07-22,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7267,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://www.thesangaiexpress.com/page/items/54212/massive-landslide-along-maram-peren-road-downpour-creates-havoc-in-different-parts'
439,24.9818,93.5142,2015-07-24,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7279,mudslide,rainfall (T),9,50000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=Snipp16..250715.jul15'
617,25.0634,94.3415,2015-07-31,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7372,mudslide,rainfall (T),9,10000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=22..020815.aug15'
619,24.819,94.3551,2015-07-31,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7364,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://e-pao.net/GP.asp?src=22..010815.aug15'
527,24.004,93.9815,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7385,earth slide,rainfall (T),9,10000,report,0,0,Source: 'http://indiatoday.intoday.in/story/landslide-in-manipur-near-myanmar-border-kills-21/1/455645.html'
540,24.1077,94.0396,2015-08-01,Manipur,UGLC,Cooperative Open Online Landslide Repository - NASA,7313,earth slide,rainfall (T),9,25000,report,21,0,Source: 'http://www.thesangaiexpress.com/page/items/55203/healing-touch-to-flood-landslide-affected-victims'
543,24.30097079,94.04356075,2015-08-01,Manipur,UGLC,Global fatal landslide Catalog,4439,ND,rainfall (T),9,13621,event,9,-99999,Source: 'http://indianexpress.com/article/india/india-others/floods-in-mizoram-manipur-render-several-families-homeless/'
